danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms
0.747;0.704;-6.743;0.0986;0.136;0.0;0.131;0.494;136.936;213693
0.812;0.522;-5.287;0.257;0.0433;0.0;0.154;0.38;75.524;142907
0.63;0.488;-6.652;0.254;0.708;0.0;0.276;0.719;88.696;89867
0.62;0.609;-8.831;0.145;0.44;0.0;0.115;0.404;142.042;271693
0.525;0.804;-6.453;0.25;0.329;0.0;0.228;0.143;125.068;230960
0.472;0.541;-8.513;0.231;0.141;1.21e-06;0.477;0.128;145.12;242307
0.591;0.756;-8.026;0.143;0.708;0.0;0.332;0.546;82.776;225067
0.713;0.664;-7.245;0.264;0.336;0.0;0.231;0.413;136.104;208307
0.779;0.56;-7.564;0.253;0.258;0.0;0.241;0.421;142.032;287320
0.366;0.639;-7.98;0.101;0.269;0.0;0.29;0.168;83.339;292520
0.635;0.866;-4.315;0.0402;0.00411;1.08e-05;0.391;0.254;140.013;170861
0.451;0.831;-8.641;0.307;0.0623;0.0;0.185;0.41;176.162;214120
0.656;0.987;-2.26;0.0353;0.0225;0.388;0.0629;0.554;127.993;199687
0.673;0.693;-6.592;0.0441;0.00689;0.00438;0.209;0.642;127.979;183093
0.699;0.839;-5.353;0.0481;0.0483;0.655;0.0897;0.264;128.026;236706
0.866;0.813;-4.063;0.0554;0.38;0.0;0.0779;0.969;121.998;199440
0.879;0.665;-6.082;0.145;0.164;0.0;0.319;0.672;123.977;212573
0.605;0.822;-4.833;0.0438;0.00671;0.134;0.147;0.288;167.997;187147
0.8;0.795;-5.835;0.0626;0.131;9.02e-05;0.221;0.528;106.031;227813
0.775;0.904;-4.08;0.0437;0.0271;0.000303;0.06;0.84;130.009;219893
0.569;0.805;-4.0;0.0559;0.0407;0.0;0.294;0.653;104.989;175160
0.739;0.614;-12.851;0.0986;0.0324;8.6e-05;0.205;0.356;123.921;190410
0.658;0.762;-3.028;0.0425;0.263;0.0;0.127;0.823;163.864;148448
0.575;0.774;-2.17;0.0299;0.00236;0.764;0.109;0.397;126.017;210253
0.483;0.787;-5.244;0.102;0.112;0.0;0.257;0.58;122.058;191379
0.544;0.728;-5.358;0.05;0.00264;0.00959;0.427;0.281;174.983;292587
0.886;0.967;-0.776;0.142;0.0157;0.389;0.239;0.745;128.1;168750
0.671;0.826;-5.766;0.309;0.00718;0.0;0.631;0.774;123.986;197648
0.585;0.972;-4.45;0.0534;0.0143;0.0;0.0707;0.585;110.006;230253
0.741;0.781;-6.887;0.0951;0.0289;0.071;0.0523;0.364;128.004;286762
0.53;0.968;-4.102;0.0485;0.00976;0.0058;0.317;0.0705;149.975;235926
0.37;0.858;-4.885;0.0545;0.00815;2.12e-05;0.229;0.464;175.077;214947
0.646;0.814;-4.547;0.0433;0.0583;6.42e-05;0.118;0.326;127.978;264800
0.642;0.823;-5.717;0.0289;0.00159;0.0;0.0776;0.431;122.977;227344
0.834;0.969;-3.383;0.063;0.0558;0.000723;0.0635;0.928;125.985;169617
0.788;0.921;-3.21;0.055;0.006;0.00372;0.105;0.551;128.007;228754
0.648;0.812;-7.585;0.0414;0.000329;0.0369;0.0857;0.122;128.178;250947
0.706;0.728;-3.602;0.0852;0.123;0.0;0.185;0.851;121.017;201600
0.799;0.586;-6.735;0.0377;0.162;2.03e-06;0.193;0.549;120.97;227833
0.579;0.736;-3.863;0.0527;0.31;0.0;0.198;0.613;127.999;230613
0.603;0.714;-6.009;0.0558;0.0204;0.0888;0.233;0.265;124.994;369947
0.611;0.844;-5.134;0.178;0.0542;0.00439;0.0483;0.353;193.991;236147
0.32;0.588;-5.49;0.0449;0.34;0.0;0.112;0.111;131.585;230425
0.706;0.807;-4.357;0.169;0.0616;0.0;0.754;0.531;128.999;245747
0.964;0.605;-6.223;0.179;0.0668;7.78e-06;0.214;0.646;129.994;260240
0.572;0.81;-5.791;0.0558;0.0157;6.53e-06;0.13;0.11;126.052;214912
0.569;0.804;-4.345;0.0701;0.0142;0.00352;0.392;0.356;127.882;211875
0.707;0.861;-4.225;0.316;0.1;0.0;0.191;0.795;130.021;199480
0.81;0.793;-9.404;0.0403;0.0378;1.77e-06;0.072;0.863;116.05;369627
0.732;0.668;-5.588;0.038;0.00113;2.5e-05;0.0775;0.0792;127.995;173871
0.755;0.751;-4.034;0.0748;0.0635;0.0;0.0812;0.491;102.002;183587
0.573;0.781;-6.406;0.0555;0.0767;2.64e-05;0.0813;0.343;139.934;231907
0.708;0.688;-5.388;0.0478;0.0811;0.0;0.146;0.752;140.026;187727
0.572;0.778;-5.208;0.233;0.00638;0.0;0.0563;0.54;168.073;225520
0.617;0.779;-5.557;0.0359;0.00587;0.0;0.096;0.584;149.875;212488
0.751;0.86;-5.134;0.0925;0.311;4.88e-05;0.0838;0.768;95.997;209052
0.579;0.787;-3.309;0.184;0.422;0.0;0.329;0.699;167.961;191611
0.568;0.619;-6.899;0.414;0.138;1.67e-06;0.11;0.293;170.115;254200
0.759;0.87;-4.251;0.0311;0.00578;0.0;0.141;0.627;115.028;221217
0.719;0.707;-5.045;0.0443;0.0172;0.0;0.312;0.602;100.019;166909
0.653;0.816;-4.353;0.167;0.228;0.0;0.0967;0.816;178.085;228827
0.618;0.885;-1.943;0.0551;0.0531;0.000417;0.191;0.554;125.984;171429
0.965;0.414;-6.408;0.0713;0.189;0.0;0.0767;0.728;121.032;214648
0.878;0.778;-6.376;0.0452;0.0732;0.000433;0.0923;0.847;119.005;182606
0.47;0.727;-5.752;0.131;0.159;0.0;0.15;0.63;99.465;183467
0.703;0.868;-4.661;0.0291;0.15;0.132;0.104;0.733;121.03;193613
0.873;0.495;-5.446;0.0518;0.199;0.0;0.0805;0.546;106.033;202062
0.765;0.751;-5.336;0.0286;0.333;0.64;0.08;0.862;105.953;212910
0.751;0.718;-5.289;0.0404;0.000754;3.23e-05;0.155;0.854;121.993;160826
0.836;0.638;-6.603;0.256;0.298;0.000277;0.0799;0.904;114.893;228942
0.668;0.774;-5.377;0.038;0.383;5.82e-06;0.0863;0.493;123.992;183371
0.696;0.656;-5.543;0.104;0.215;0.0;0.254;0.515;150.939;217126
0.741;0.559;-7.775;0.03;0.00728;0.000971;0.21;0.466;101.999;221983
0.686;0.658;-5.235;0.0614;0.277;0.0;0.239;0.53;111.822;209894
0.609;0.668;-4.284;0.0367;0.0552;0.0;0.167;0.811;80.924;288600
0.641;0.903;-3.601;0.0897;0.0118;0.0;0.341;0.895;139.979;225187
0.508;0.507;-6.955;0.0366;0.146;0.0;0.184;0.447;84.959;180717
0.633;0.592;-7.245;0.112;0.197;0.0;0.099;0.679;90.066;193511
0.493;0.784;-5.064;0.0548;0.0101;0.00215;0.599;0.464;196.072;237715
0.669;0.821;-5.929;0.0523;0.0911;0.0;0.138;0.403;102.026;214610
0.656;0.762;-5.009;0.0451;0.0972;0.0;0.184;0.609;99.978;189270
0.688;0.822;-3.304;0.0537;0.0642;0.0;0.241;0.66;91.011;207680
0.708;0.523;-6.692;0.0364;0.339;0.204;0.339;0.744;90.036;207770
0.822;0.739;-4.103;0.0484;0.0735;0.0;0.313;0.833;125.043;214375
0.737;0.743;-6.281;0.0818;0.533;1.1e-06;0.147;0.276;100.038;198525
0.775;0.613;-4.586;0.0542;0.109;2.33e-05;0.134;0.797;100.066;208787
0.665;0.793;-5.585;0.21;0.169;0.0;0.163;0.386;97.902;194006
0.768;0.781;-5.874;0.0455;0.141;0.0;0.122;0.486;111.456;199628
0.726;0.769;-5.043;0.123;0.0293;0.0101;0.104;0.733;97.985;233902
0.653;0.81;-6.032;0.0558;0.118;0.0;0.126;0.583;121.951;189307
0.386;0.33;-8.849;0.0411;0.279;0.0;0.0929;0.527;198.16;161413
0.717;0.664;-5.767;0.207;0.0553;0.0;0.0759;0.709;82.076;164547
0.62;0.574;-7.788;0.0479;0.569;0.0;0.19;0.357;100.023;250173
0.778;0.557;-7.33;0.0943;0.0672;0.0;0.0898;0.51;117.03;213333
0.738;0.794;-4.118;0.0416;0.101;0.0;0.0533;0.566;104.014;184134
0.677;0.778;-5.19;0.0291;0.265;0.0;0.247;0.343;97.97;185613
0.652;0.922;-3.267;0.068;0.01;0.0189;0.366;0.695;127.997;211867
0.167;0.851;-4.039;0.0421;0.0127;0.0;0.172;0.11;175.426;291360
0.632;0.964;-1.555;0.0819;0.0117;0.0014;0.225;0.402;124.997;197760
0.716;0.709;-4.828;0.064;0.00574;0.0;0.0979;0.669;128.145;128905
0.794;0.51;-7.314;0.42;0.0505;1.81e-06;0.0562;0.18;167.879;194561
0.544;0.86;-6.151;0.0489;0.206;0.00108;0.213;0.284;127.129;299253
0.47;0.867;-4.555;0.0739;0.0179;0.0;0.122;0.416;154.96;209044
0.773;0.54;-7.123;0.103;0.371;0.0;0.131;0.322;84.115;280000
0.646;0.741;-4.973;0.034;0.0275;0.0;0.312;0.571;123.077;203000
0.712;0.7;-4.745;0.0534;0.0539;0.0;0.251;0.595;100.964;192836
0.653;0.81;-6.032;0.0558;0.118;0.0;0.126;0.583;121.951;189307
0.562;0.665;-7.288;0.0288;0.0606;0.000263;0.152;0.45;119.982;227373
0.639;0.912;-2.621;0.0615;0.00107;0.0;0.097;0.343;143.448;227520
0.707;0.827;-4.444;0.151;0.115;0.0;0.256;0.606;127.996;176790
0.711;0.765;-4.85;0.263;0.297;0.0;0.282;0.47;98.627;150587
0.718;0.712;-5.242;0.222;0.0225;0.0;0.0442;0.42;97.005;187747
0.698;0.96;-3.595;0.142;0.011;1.41e-06;0.435;0.738;147.999;163423
0.775;0.719;-6.212;0.0435;0.132;1.79e-06;0.0662;0.712;117.513;246027
0.695;0.775;-5.041;0.0887;0.0117;0.191;0.0702;0.869;180.054;141317
0.852;0.773;-2.921;0.0776;0.187;3.05e-05;0.159;0.907;102.034;195840
0.792;0.73;-5.376;0.0698;0.0623;2.66e-05;0.089;0.616;128.029;186507
0.694;0.81;-3.556;0.0661;0.122;0.0;0.141;0.824;137.968;206867
0.865;0.69;-7.448;0.0443;0.285;0.0162;0.225;0.867;121.983;188867
0.794;0.832;-4.862;0.0407;0.237;1.14e-05;0.203;0.871;107.657;196160
0.855;0.624;-4.093;0.0488;0.158;0.0;0.0513;0.962;117.959;180757
0.879;0.925;-3.726;0.0823;0.0226;0.00145;0.0318;0.936;104.981;190885
0.719;0.798;-4.582;0.0361;0.0162;2.34e-06;0.134;0.591;120.011;227741
0.652;0.812;-3.797;0.0409;0.00125;3.01e-05;0.667;0.72;126.023;230733
0.638;0.832;-5.039;0.049;0.141;0.0;0.113;0.648;124.071;227893
0.788;0.753;-3.71;0.0536;0.0038;0.0;0.18;0.403;125.005;234653
0.602;0.863;-5.423;0.0773;0.0178;0.0;0.389;0.732;150.183;206373
0.613;0.635;-7.5;0.26;0.394;4.79e-06;0.255;0.711;178.208;229199
0.65;0.736;-5.84;0.229;0.0513;0.0;0.235;0.612;159.174;226160
0.709;0.949;-4.155;0.0509;0.00296;0.00022;0.26;0.398;128.966;209700
0.8;0.692;-5.57;0.0614;0.342;1.92e-06;0.0554;0.917;112.002;183693
0.466;0.747;-4.838;0.0795;0.417;9.76e-06;0.107;0.43;92.161;203641
0.716;0.83;-4.51;0.0637;0.0439;0.0;0.347;0.707;127.963;200526
0.801;0.984;-4.021;0.0967;0.113;0.432;0.0311;0.345;128.047;211874
0.52;0.835;-7.775;0.0544;0.278;0.863;0.0711;0.373;127.955;203452
0.674;0.694;-7.076;0.109;0.313;7.17e-06;0.0752;0.203;101.993;199179
0.53;0.512;-7.094;0.133;0.0162;7.04e-05;0.128;0.401;196.121;165200
0.738;0.814;-4.414;0.0999;0.132;9.64e-06;0.126;0.483;119.041;225850
0.767;0.862;-3.157;0.0799;0.448;0.0;0.0806;0.767;125.997;201240
0.623;0.93;-5.285;0.0324;0.0141;1.64e-06;0.138;0.287;120.119;205613
0.622;0.708;-5.084;0.0444;0.00961;0.00294;0.311;0.455;100.025;215787
0.592;0.747;-4.439;0.138;0.0176;0.0;0.0752;0.698;83.929;200133
0.595;0.912;-3.428;0.0884;0.0434;0.0;0.259;0.762;128.024;234453
0.701;0.915;-3.887;0.128;0.171;0.0;0.394;0.698;127.101;194453
0.651;0.695;-3.218;0.0487;0.23;0.0;0.144;0.569;123.008;205347
0.559;0.722;-4.446;0.0527;0.0221;0.0;0.101;0.383;124.923;198627
0.573;0.581;-3.325;0.0276;0.148;0.0;0.128;0.188;103.82;221293
0.47;0.925;-2.264;0.0723;0.0149;0.0;0.0193;0.663;170.001;196240
0.617;0.741;-3.97;0.0311;0.131;0.0;0.0772;0.306;118.984;236267
0.471;0.3;-10.807;0.028;0.883;1.05e-05;0.0698;0.289;144.319;240067
0.687;0.745;-4.432;0.0379;0.178;1.59e-05;0.111;0.435;129.966;232120
0.617;0.741;-3.97;0.0311;0.131;0.0;0.0772;0.306;118.984;236267
0.687;0.745;-4.432;0.0379;0.178;1.59e-05;0.111;0.435;129.966;232120
0.453;0.541;-5.445;0.0272;0.0548;8.4e-06;0.106;0.18;133.044;192853
0.76;0.703;-5.412;0.054;0.103;0.0;0.0913;0.57;95.997;231827
0.652;0.802;-6.114;0.181;0.0871;6.45e-06;0.148;0.295;170.157;211933
0.647;0.8;-5.384;0.165;0.0647;0.0;0.334;0.942;160.078;219200
0.661;0.729;-6.561;0.0376;0.00215;0.0013;0.0477;0.668;103.987;232120
0.602;0.896;-4.267;0.0437;0.0773;8.87e-05;0.0911;0.641;124.978;223093
0.605;0.937;-5.061;0.036;0.00086;8.71e-06;0.127;0.889;128.967;230040
0.599;0.614;-8.811;0.0548;0.0351;0.00017;0.106;0.123;119.831;250507
0.653;0.703;-5.632;0.0982;0.0516;0.0;0.0521;0.488;134.064;214960
0.838;0.705;-5.201;0.0449;0.0184;1.82e-05;0.102;0.583;119.953;242520
0.637;0.733;-4.387;0.0553;0.0152;0.0;0.162;0.432;131.005;194840
0.73;0.769;-5.114;0.0298;0.138;0.0;0.0473;0.507;104.948;228093
0.602;0.863;-5.423;0.0773;0.0178;0.0;0.389;0.732;150.183;206373
0.696;0.875;-3.682;0.0649;0.134;0.0;0.159;0.772;127.39;222733
0.722;0.761;-4.459;0.0475;0.0117;0.0;0.315;0.624;128.044;201493
0.483;0.628;-8.642;0.256;0.165;0.0;0.0903;0.218;94.056;219440
0.682;0.644;-6.513;0.122;0.00456;2.75e-06;0.121;0.563;122.381;207573
0.561;0.653;-4.918;0.0349;0.0418;0.0;0.347;0.496;91.961;213720
0.755;0.674;-6.117;0.207;0.0418;2.49e-05;0.191;0.521;145.846;222587
0.7;0.598;-7.783;0.114;0.0369;0.0;0.111;0.594;160.041;228453
0.556;0.319;-8.251;0.0281;0.893;0.0;0.0996;0.294;135.187;285240
0.634;0.69;-7.804;0.052;0.0771;0.0;0.132;0.645;94.988;253307
0.583;0.768;-6.477;0.041;0.000323;0.0162;0.109;0.357;127.952;320547
0.591;0.889;-3.839;0.115;0.0189;0.0;0.155;0.65;143.067;239613
0.686;0.783;-4.977;0.119;0.0764;0.0;0.163;0.814;99.978;200467
0.816;0.813;-7.798;0.0664;0.0662;2.77e-06;0.602;0.436;127.979;307640
0.454;0.746;-5.499;0.274;0.000821;0.0;0.311;0.591;83.509;248587
0.668;0.651;-5.407;0.0345;0.00419;0.0;0.314;0.342;131.507;263467
0.349;0.348;-6.142;0.0316;0.726;0.0;0.12;0.0886;74.541;246587
0.844;0.601;-5.283;0.157;0.0205;0.0;0.385;0.331;73.989;242013
0.687;0.723;-4.751;0.0709;0.122;0.00102;0.573;0.432;76.0;448573
0.403;0.422;-13.964;0.0373;0.134;2.05e-05;0.0861;0.378;122.728;241293
0.798;0.443;-6.062;0.0403;0.244;0.0;0.326;0.354;125.232;293053
0.735;0.826;-4.902;0.0349;0.00101;0.129;0.197;0.74;132.964;212280
0.888;0.777;-6.262;0.0505;0.0961;3.14e-05;0.0514;0.876;118.998;241520
0.811;0.757;-6.447;0.23;0.298;0.0;0.103;0.565;130.993;246600
0.498;0.732;-4.352;0.0361;0.0597;0.0;0.0246;0.267;109.901;301453
0.216;0.632;-6.615;0.0394;0.204;0.000175;0.197;0.373;81.27;286253
0.504;0.655;-8.644;0.0542;0.604;0.00193;0.364;0.262;99.982;264066
0.779;0.64;-8.415;0.159;0.000155;0.00077;0.101;0.498;99.019;246960
0.656;0.884;-4.748;0.0372;0.0162;0.0;0.144;0.86;105.009;240307
0.778;0.752;-5.665;0.0449;0.143;1.21e-05;0.0917;0.388;120.015;216347
0.614;0.972;-3.927;0.088;0.00125;0.0186;0.328;0.411;127.966;170625
0.851;0.706;-6.571;0.0808;0.0444;0.00708;0.174;0.536;128.049;195000
0.861;0.479;-8.433;0.0515;0.0452;0.0;0.351;0.278;99.969;178840
0.489;0.483;-9.466;0.0275;0.42;0.0028;0.236;0.333;136.822;226706
0.582;0.844;-5.072;0.0864;0.00601;0.00169;0.104;0.299;178.104;251800
0.772;0.705;-5.096;0.0414;0.0916;0.0;0.327;0.521;116.048;219846
0.697;0.506;-4.863;0.0325;0.0792;0.0;0.0893;0.516;100.002;211364
0.876;0.631;-5.939;0.143;0.0208;0.0;0.062;0.509;102.992;217120
0.68;0.876;-3.646;0.0577;0.246;0.000187;0.0788;0.816;187.785;175360
0.782;0.906;-5.229;0.152;0.017;0.0503;0.293;0.697;120.064;172413
0.894;0.678;-5.611;0.0523;0.00569;2.43e-06;0.317;0.844;105.024;216333
0.822;0.739;-4.541;0.0311;0.0264;4.26e-05;0.181;0.745;118.992;241933
0.825;0.832;-5.853;0.0403;0.00587;0.000789;0.114;0.713;122.021;220627
0.639;0.751;-6.357;0.0324;2.96e-05;4.9e-05;0.163;0.13;120.992;288960
0.626;0.799;-6.612;0.046;0.000358;0.00155;0.36;0.369;98.992;274213
0.696;0.921;-3.755;0.0363;0.00314;5.24e-05;0.0842;0.714;119.001;294573
0.521;0.701;-5.238;0.0458;0.0892;0.0;0.0876;0.518;127.087;307360
0.664;0.934;-3.848;0.0697;0.00108;2.77e-05;0.27;0.53;130.982;249067
0.587;0.828;-5.108;0.161;0.00327;0.0;0.331;0.494;123.907;260253
0.612;0.877;-4.43;0.064;0.000992;0.00563;0.462;0.38;131.068;264520
0.797;0.821;-4.387;0.0692;0.311;9.19e-06;0.0952;0.567;97.476;227307
0.669;0.78;-4.287;0.053;0.0265;1.63e-06;0.143;0.738;139.945;212333
0.753;0.931;-4.922;0.0652;0.00994;0.00696;0.234;0.767;113.029;189693
0.771;0.655;-10.842;0.0372;0.152;0.00197;0.0685;0.97;119.747;218627
0.652;0.917;-6.72;0.0548;0.0082;0.0;0.0509;0.459;132.975;239027
0.651;0.87;-5.149;0.0318;0.103;0.00815;0.0979;0.729;103.857;330253
0.697;0.947;-4.156;0.106;0.424;0.0527;0.128;0.626;128.002;168122
0.646;0.796;-6.152;0.366;0.409;0.0;0.107;0.676;83.093;265480
0.68;0.84;-3.823;0.0414;0.0457;8.66e-06;0.143;0.468;104.975;213213
0.676;0.917;-5.069;0.0407;0.00871;0.231;0.681;0.43;128.007;355398
0.782;0.685;-6.237;0.0309;0.166;1.18e-05;0.16;0.603;118.016;180566
0.548;0.723;-6.002;0.0375;0.0969;1.28e-05;0.337;0.499;125.088;179960
0.654;0.83;-4.801;0.0366;0.000629;1.13e-06;0.121;0.548;124.989;262200
0.503;0.748;-4.124;0.0619;0.0305;0.0;0.343;0.356;125.896;210013
0.262;0.606;-6.646;0.0484;0.247;0.0;0.125;0.275;189.857;252534
0.621;0.903;-4.558;0.204;0.0525;0.0;0.911;0.648;91.997;224613
0.772;0.78;-5.229;0.183;0.0425;0.000358;0.361;0.774;128.051;195840
0.712;0.862;-4.612;0.0378;0.0525;0.0;0.093;0.809;95.051;206200
0.669;0.843;-3.766;0.0268;0.169;0.0;0.195;0.702;147.08;255400
0.543;0.46;-10.463;0.0352;0.379;0.0;0.112;0.384;139.918;233827
0.766;0.466;-8.036;0.0718;0.332;0.00378;0.379;0.839;145.003;157600
0.63;0.91;-2.919;0.144;0.0287;0.0;0.196;0.743;116.98;168213
0.652;0.749;-5.248;0.0886;0.0848;0.0;0.604;0.651;94.103;267413
0.422;0.712;-5.907;0.1;0.273;0.0;0.051;0.471;78.454;261160
0.713;0.678;-3.525;0.102;0.273;0.0;0.149;0.734;138.009;271333
0.835;0.833;-4.364;0.284;0.00247;0.0;0.171;0.586;103.358;207733
0.582;0.65;-4.188;0.0979;0.622;0.0;0.0895;0.467;74.855;223880
0.648;0.988;-5.923;0.0931;0.0144;1.63e-06;0.0655;0.349;142.013;248886
0.591;0.902;-4.739;0.0504;4.65e-05;0.0542;0.345;0.375;136.008;226800
0.556;0.959;-4.495;0.0572;0.00154;0.232;0.258;0.881;138.011;178227
0.584;0.936;-5.93;0.0732;0.000429;2.96e-06;0.303;0.599;134.067;237493
0.523;0.888;-8.715;0.0359;0.00112;0.0692;0.46;0.534;144.02;234933
0.771;0.831;-5.642;0.0709;0.0356;3.55e-05;0.163;0.585;127.87;186503
0.773;0.916;-7.597;0.0519;0.000314;0.258;0.112;0.886;142.004;359467
0.709;0.995;-6.966;0.0428;0.0199;0.033;0.479;0.945;137.954;199400
0.8;0.735;-11.097;0.0738;0.0394;3.78e-06;0.404;0.837;103.196;235584
0.636;0.53;-14.194;0.0281;0.00201;4.83e-06;0.174;0.825;123.865;240544
0.667;0.996;-2.625;0.0482;0.102;0.000104;0.223;0.858;131.987;241947
0.718;0.949;-4.629;0.0412;0.0189;0.0479;0.328;0.933;131.98;245160
0.565;0.585;-5.723;0.0536;0.0265;0.0;0.274;0.259;140.8;210467
0.71;0.883;-5.201;0.249;0.272;0.0;0.0437;0.423;150.009;186967
0.684;0.804;-6.097;0.0281;0.0647;0.0129;0.0495;0.803;135.026;201401
0.669;0.98;-7.141;0.0513;0.022;0.00482;0.0572;0.724;140.009;213116
0.579;0.947;-6.429;0.157;0.0226;0.0;0.233;0.553;74.999;188778
0.607;0.906;-5.044;0.102;0.283;0.0;0.352;0.453;149.958;203456
0.641;0.802;-4.725;0.0422;0.000418;0.0962;0.247;0.179;145.005;356832
0.671;0.777;-4.322;0.046;0.0057;0.0011;0.0783;0.289;99.98;230907
0.663;0.73;-7.829;0.133;0.208;0.0;0.147;0.629;94.892;177667
0.844;0.705;-7.288;0.103;0.071;0.0;0.242;0.374;100.003;187113
0.656;0.658;-6.477;0.0268;0.213;0.0;0.0486;0.486;116.966;248680
0.392;0.751;-5.928;0.0903;0.0481;0.0;0.372;0.308;73.893;231794
0.627;0.703;-4.884;0.236;0.563;0.0;0.0962;0.64;81.897;217307
0.614;0.644;-7.328;0.215;0.0952;0.0;0.139;0.401;175.874;231263
0.782;0.679;-5.557;0.077;0.115;0.0;0.0336;0.71;119.973;206640
0.694;0.61;-5.225;0.0748;0.000472;0.0;0.427;0.0391;137.001;157987
0.64;0.635;-7.565;0.226;0.271;0.0;0.319;0.475;100.034;223187
0.55;0.689;-7.76;0.094;0.0498;0.0;0.207;0.408;99.904;224487
0.659;0.911;-2.28;0.0786;0.154;0.000304;0.191;0.576;91.999;169866
0.884;0.581;-8.813;0.0378;0.427;0.000206;0.0759;0.728;114.016;313684
0.611;0.644;-7.607;0.0553;0.124;0.0;0.124;0.13;105.969;221904
0.653;0.794;-3.828;0.0894;0.121;0.0;0.365;0.645;93.008;219480
0.494;0.887;-4.297;0.398;0.00661;0.0;0.103;0.548;89.554;234627
0.724;0.573;-4.113;0.0549;0.118;0.0;0.538;0.438;113.088;135920
0.629;0.696;-5.572;0.348;0.0195;0.0;0.0554;0.623;93.034;207627
0.359;0.66;-6.11;0.0452;0.0306;0.096;0.186;0.103;154.853;224221
0.358;0.642;-5.895;0.0378;0.155;0.0641;0.221;0.244;132.379;236828
0.744;0.609;-5.176;0.12;0.646;0.00104;0.126;0.831;105.019;203147
0.583;0.134;-14.905;0.0368;0.977;0.00201;0.225;0.334;83.972;195354
0.467;0.813;-6.614;0.0808;0.206;0.000185;0.0978;0.437;99.928;219047
0.68;0.142;-16.333;0.0362;0.958;7.4e-06;0.122;0.653;94.786;184707
0.413;0.643;-10.87;0.0402;0.316;0.00266;0.114;0.157;155.925;214253
0.723;0.429;-8.862;0.0287;0.243;0.000178;0.0626;0.539;110.069;241960
0.616;0.652;-10.862;0.0674;0.00964;8.76e-06;0.248;0.252;118.921;259293
0.621;0.719;-8.358;0.0277;0.0258;0.00716;0.0974;0.873;136.95;234867
0.409;0.466;-10.366;0.0336;0.173;0.288;0.659;0.167;157.617;390960
0.65;0.565;-9.531;0.0323;0.00364;0.0137;0.135;0.265;140.098;257547
0.687;0.59;-8.849;0.0319;0.00208;0.0367;0.0637;0.595;109.995;252520
0.654;0.563;-12.108;0.0313;0.233;0.829;0.0887;0.119;123.105;229587
0.616;0.652;-10.862;0.0674;0.00964;8.76e-06;0.248;0.252;118.921;259293
0.428;0.59;-6.187;0.0404;0.102;3.39e-06;0.108;0.305;120.38;232760
0.472;0.616;-6.477;0.0299;0.00165;2.79e-05;0.12;0.273;74.023;251922
0.266;0.272;-12.807;0.0348;0.78;0.0057;0.107;0.198;183.359;239547
0.522;0.67;-9.108;0.0475;0.0115;0.226;0.11;0.224;130.543;281587
0.549;0.53;-10.118;0.0303;0.463;0.00495;0.178;0.474;151.928;225947
0.596;0.85;-6.317;0.033;0.0154;0.0157;0.318;0.48;130.078;274480
0.623;0.543;-8.546;0.0312;0.179;0.00113;0.145;0.269;113.992;202893
0.457;0.739;-4.672;0.0716;0.323;0.0;0.252;0.344;89.504;214267
0.508;0.492;-8.268;0.0397;0.578;3.91e-05;0.097;0.214;87.017;306973
0.551;0.429;-7.971;0.0272;0.764;0.0;0.147;0.224;127.506;222013
0.612;0.732;-5.495;0.0454;0.0388;0.0;0.301;0.643;120.834;237813
0.551;0.429;-7.971;0.0272;0.764;0.0;0.147;0.224;127.506;222013
0.6;0.876;-7.621;0.0402;0.00188;0.000221;0.092;0.46;125.974;232600
0.508;0.492;-8.268;0.0397;0.578;3.91e-05;0.097;0.214;87.017;306973
0.612;0.732;-5.495;0.0454;0.0388;0.0;0.301;0.643;120.834;237813
0.345;0.57;-6.958;0.0381;0.0119;1.58e-06;0.269;0.32;130.377;213773
0.555;0.792;-6.333;0.0428;0.0073;0.0;0.109;0.553;113.012;225067
0.53;0.807;-5.1;0.0318;0.0381;1.24e-06;0.278;0.469;135.958;214667
0.511;0.597;-9.64;0.0326;0.0757;7.1e-05;0.111;0.444;79.891;268467
0.534;0.72;-8.364;0.0406;0.133;0.107;0.175;0.486;134.025;232347
0.578;0.803;-6.264;0.0627;0.00574;1.69e-05;0.0902;0.549;122.949;216467
0.748;0.303;-8.725;0.0312;0.594;4.04e-06;0.184;0.517;104.974;220200
0.663;0.486;-9.822;0.0314;0.377;0.00018;0.105;0.487;116.003;231507
0.692;0.739;-4.408;0.0384;0.124;0.000155;0.341;0.57;128.92;222800
0.518;0.547;-6.887;0.0386;0.154;6.7e-05;0.081;0.463;179.898;200400
0.472;0.394;-9.779;0.0282;0.511;0.00429;0.0804;0.231;70.038;246853
0.548;0.65;-5.827;0.0591;0.219;0.0;0.225;0.557;144.937;194897
0.696;0.815;-4.093;0.0492;0.0138;1.75e-05;0.073;0.705;105.996;211124
0.676;0.786;-4.302;0.0341;0.0739;0.0;0.0708;0.59;124.037;147785
0.635;0.795;-5.089;0.0917;0.0448;1.48e-05;0.119;0.404;103.951;233077
0.696;0.716;-6.573;0.0355;0.0527;9.65e-06;0.0959;0.7;154.004;203061
0.569;0.564;-4.856;0.0429;0.0897;0.0;0.0816;0.254;132.794;209924
0.798;0.701;-4.392;0.0629;0.00588;0.0;0.0359;0.853;125.989;180645
0.63;0.804;-4.183;0.0363;0.215;0.0;0.253;0.492;123.146;220293
